Country,Source,Sex,Education,Area type,Year,Value
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2010,19.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2010,30.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2010,32
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2010,19.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2010,36.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2010,37.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2010,30.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2010,79.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2010,80.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2010,75.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2010,77.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2010,77.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2010,78.1
